Feature_GID,T0,T1,T3,T6,T24
Sto_232490,11.129700,11.589130,11.761209,11.471825,11.178494
Sto_024060,5.908380,5.700701,6.541489,6.388877,6.072920
Sto_281460,8.853331,8.913275,9.483436,9.221004,9.051764
Sto_305700,4.697007,4.594254,5.328047,6.111059,5.823108
Sto_058650,10.800933,11.167885,11.431695,10.851241,10.559093
Sto_110960,8.902864,9.187456,9.533744,9.736936,9.201447
Sto_024860,7.589191,7.489906,8.221633,8.405688,7.753104
Sto_286820,8.335370,9.026843,8.965977,8.709130,8.407369
Sto_111160,11.725058,12.856361,12.355329,13.332624,12.032527
Sto_212980,10.091354,10.828384,10.721706,10.474890,10.152972
Sto_102050,12.894332,13.005053,13.524338,13.926119,13.698695
Sto_229170,10.319824,10.739135,10.949696,10.444065,10.206044
Sto_181730,10.240677,10.335342,10.871369,10.904438,10.282565
Sto_352860,8.021840,8.176684,8.653937,8.114687,7.844307
Sto_045000,11.288955,11.417848,11.917835,11.379731,11.310226
Sto_229420,9.682765,9.942415,10.311531,9.941322,9.589721
Sto_327400,10.199076,9.825514,10.828295,10.617193,10.312052
Sto_008210,12.335912,12.723569,12.964812,13.343891,12.863585
Sto_201670,8.836896,8.574118,9.466912,9.865176,9.446748
Sto_061180,10.011297,10.647699,10.640553,10.199811,9.846346
Sto_337160,10.720819,11.253915,11.349742,11.610641,11.448382
Sto_044180,10.345367,10.158856,10.974331,10.969119,10.399413
Sto_309660,8.005520,7.881650,8.632872,7.292844,7.339490
Sto_345910,10.484655,11.220841,11.113488,10.723687,10.332249
Sto_297980,5.406536,5.031930,6.036230,6.270431,5.840109
Sto_169440,11.094370,11.850886,11.721462,12.489889,10.874553
Sto_151090,8.390302,8.256855,9.018165,8.682545,8.535168
Sto_201580,9.175247,9.422643,9.803157,10.049327,8.951308
Sto_316210,8.936454,9.013982,9.563028,9.896412,9.247665
Sto_161260,10.138331,11.116457,10.765475,10.145071,9.826852
Sto_091730,11.579260,12.620653,12.206123,11.649325,11.363650
Sto_257780,7.366049,7.672352,7.999565,8.731792,8.297197
Sto_207450,10.851650,11.167446,11.478397,11.295821,11.097074
Sto_162100,8.738736,8.509700,9.365787,9.273966,8.895180
Sto_007720,8.182437,8.153353,8.808081,8.259647,7.989485
Sto_182270,10.022088,11.864230,10.648273,11.185634,11.083227
Sto_037000,11.477360,9.302197,12.103495,10.353541,11.510419
Sto_328980,6.192029,4.835954,6.821123,6.995677,6.662885
Sto_343990,6.710718,6.558189,7.337289,6.403071,6.275960
Sto_244460,4.505318,4.786150,5.140546,5.367039,4.353960
Sto_105380,10.164973,10.412380,10.791484,10.471618,10.143916
Sto_146260,10.925877,10.808872,11.551754,10.901486,10.838893
Sto_055090,10.905027,11.457652,11.530681,11.428303,10.601251
Sto_160300,7.742865,7.618895,8.366119,9.566294,8.546782
Sto_252780,9.633296,9.936411,10.259028,10.556408,10.509114
Sto_195850,4.281727,4.585876,4.899374,5.048977,4.203952
Sto_043290,10.896948,11.331358,11.521217,11.659866,11.221014
Sto_070540,3.582852,3.099093,4.223618,3.659115,3.077877
Sto_263790,10.491608,11.252674,11.115087,11.298094,10.827387
Sto_274630,2.744773,2.144710,3.359276,2.742323,2.750589
Sto_218020,7.636690,7.358669,8.257755,8.094156,7.857906
Sto_406030,4.984343,5.303145,5.621105,4.436921,4.842239
Sto_081500,6.773154,7.650963,7.398576,7.258182,7.159994
Sto_397420,5.201144,5.416931,5.829510,6.078789,5.500358
Sto_046760,11.048137,10.896416,11.670987,11.410001,10.497896
Sto_104730,8.856345,8.637404,9.479494,9.523026,8.988780
Sto_407420,3.358812,3.567256,3.981887,3.665330,3.363720
Sto_113390,7.591060,7.814932,8.210982,8.360516,7.909904
Sto_183610,10.477554,10.890276,11.098928,10.669389,10.233401
Sto_150710,9.184609,10.293370,9.807126,9.955292,9.651396
Sto_167110,12.317065,11.717141,12.937632,13.142584,13.075725
Sto_104810,8.984415,8.255525,9.605497,8.968621,9.050354
Sto_230100,9.995407,10.526749,10.616772,10.548381,10.201622
Sto_207870,13.274738,13.411786,13.894695,13.728598,13.442415
Sto_399670,5.756405,6.294548,6.383550,6.847395,5.977312
Sto_167510,9.315434,9.697565,9.935990,9.771722,9.455322
Sto_136040,10.369572,10.495409,10.988917,10.833847,10.528887
Sto_384650,11.784455,11.997513,12.403551,12.079840,11.691054
Sto_115560,5.679922,4.705371,6.293729,5.930879,5.783434
Sto_000160,8.159012,9.793330,8.777453,8.476574,8.826803
Sto_133610,10.897051,11.571287,11.516455,10.718929,10.394092
Sto_117220,6.624603,7.283410,7.242408,6.608960,7.153216
Sto_047570,8.700670,8.946044,9.319830,9.282992,9.209020
Sto_355360,10.846610,11.229418,11.464877,11.600675,11.219752
Sto_278720,9.422049,9.755410,10.039162,10.113924,10.057537
Sto_077560,6.896685,6.949741,7.515797,8.209406,7.040637
Sto_141350,10.478129,10.869669,11.096078,11.328975,10.893170
Sto_239730,10.539512,10.697204,11.156956,11.096808,10.325901
Sto_321530,6.454782,7.174608,7.072121,6.271931,5.903056
Sto_011250,8.613451,8.774740,9.230876,9.762300,9.382792
Sto_118960,3.919925,3.569264,4.541340,5.234289,4.847264
Sto_229180,5.371905,6.418989,5.987552,5.034913,4.908536
Sto_016630,7.873807,7.960374,8.488630,8.297902,7.863153
Sto_041710,6.017590,6.196120,6.632117,6.074844,5.754031
Sto_080880,12.004496,11.925763,12.620424,12.810894,12.120108
Sto_345180,8.836494,8.200216,9.454335,8.097188,8.641406
Sto_158000,10.778870,11.290095,11.394543,11.777797,11.385942
Sto_316280,5.827473,6.730210,6.443253,6.083035,6.745237
Sto_182280,6.636825,8.803382,7.248488,7.537109,7.587102
Sto_064200,12.629462,12.931784,13.244402,13.312902,13.347710
Sto_271410,7.115282,8.906105,7.734346,7.394255,6.296643
Sto_369820,9.199075,9.593172,9.814012,9.111837,9.194252
Sto_382910,10.501334,10.516959,11.115582,11.034141,10.424059
Sto_195190,9.503007,9.513803,10.116767,9.779997,9.659498
Sto_021320,10.867852,11.282911,11.482068,11.009233,10.792898
Sto_098740,12.989806,13.305178,13.603825,13.169631,12.615566
Sto_085670,8.557914,8.579423,9.173525,9.182627,8.671453
Sto_034780,10.617363,10.630936,11.231214,10.912479,10.744404
Sto_381790,7.485173,8.977708,8.100223,7.371911,7.068176
Sto_302410,11.530135,11.855402,12.143353,12.330960,12.039926
Sto_353800,10.369475,10.672507,10.982673,10.553678,10.252828
Sto_090800,10.448695,10.668966,11.062105,11.295611,10.952097
Sto_170790,8.050316,7.889449,8.664122,8.025033,7.916002
Sto_110350,9.263748,9.526833,9.877496,9.961001,9.271748
Sto_118410,6.066237,6.392147,6.682834,7.146411,6.719771
Sto_047940,9.698487,9.678910,10.311539,10.292314,9.913862
Sto_310580,11.249990,11.551288,11.862518,11.572980,11.338931
Sto_245210,10.614407,11.072043,11.227219,11.488613,11.054471
Sto_184480,8.695233,8.863574,9.306045,8.944588,8.711911
Sto_166470,4.225390,3.949167,4.834459,4.244926,4.206629
Sto_005400,9.905158,9.536150,10.517326,10.216446,10.003519
Sto_092700,11.195784,11.604834,11.807583,12.187344,11.742410
Sto_067500,11.557255,11.316290,12.168872,11.993955,12.010940
Sto_175950,15.032787,14.983529,15.644087,14.742727,15.449743
Sto_083950,5.849980,6.054105,6.469365,6.348594,5.865288
Sto_020390,3.679782,4.639390,4.275380,3.448562,4.400730
Sto_092970,6.135192,6.307708,6.736387,6.151738,5.111341
Sto_166680,9.764869,9.939891,10.375351,10.173959,9.604968
Sto_243410,10.216536,10.465850,10.826225,10.134297,10.142811
Sto_377060,9.992179,9.982455,10.601142,9.657826,9.674698
Sto_384640,5.579460,5.606563,6.180283,5.000986,5.757323
Sto_194450,5.782502,4.941320,6.396660,6.303816,5.737861
Sto_209120,2.910907,4.111179,3.519876,5.285529,4.348221
Sto_073440,7.562616,7.856857,8.173332,8.622574,8.291261
Sto_178190,3.704419,4.172243,4.337329,4.777226,4.452942
Sto_016580,6.034389,6.079737,6.637569,5.864903,5.684348
Sto_256830,9.598429,9.530229,10.207390,10.215423,9.958979
Sto_142750,5.877891,5.444346,6.487323,7.264064,7.105939
Sto_382140,5.404042,5.366100,6.008112,5.490763,5.349873
Sto_101340,10.524786,10.925357,11.132363,10.710015,10.297678
Sto_186640,9.634590,10.477540,10.242412,9.707005,9.694721
Sto_334620,11.776846,11.857656,12.383649,12.410292,11.870777
Sto_384660,8.608247,8.871072,9.214766,9.175092,8.710006
Sto_163800,10.985429,11.129946,11.591695,11.444312,11.130723
Sto_286910,6.963012,7.330698,7.572596,7.046414,6.818204
Sto_320050,6.853173,6.801251,7.460710,7.034390,6.204713
Sto_253830,7.466463,7.761960,8.071593,7.788560,7.444448
Sto_074000,9.338179,7.743209,9.943136,9.724216,9.961156
Sto_145620,9.218438,7.197067,9.823728,11.067986,10.444060
Sto_053100,10.826253,11.108368,11.431769,11.947827,11.649818
Sto_239610,8.429144,8.802204,9.032958,8.465795,8.500628
Sto_340640,2.402396,3.926378,3.023492,3.114671,1.402056
Sto_210440,7.267395,7.497021,7.872905,8.139697,8.238921
Sto_135720,8.945799,9.728887,9.549012,9.860796,9.624545
Sto_019770,11.187115,11.504076,11.790335,11.492871,11.418309
Sto_223980,11.354230,11.564224,11.956766,12.517929,11.817599
Sto_052410,6.557054,6.474093,7.157348,5.629710,5.642970
Sto_091320,10.708681,10.695752,11.311203,10.941112,10.608390
Sto_281050,9.429471,9.816934,10.032226,9.635179,9.458258
Sto_276330,10.897161,11.370429,11.499754,11.274739,10.969298
Sto_160280,5.936749,6.533071,6.536939,5.168290,5.308978
Sto_232530,11.560142,11.663329,12.162506,11.470603,11.346737
Sto_202470,7.470436,8.362589,8.072550,7.877164,7.520595
Sto_297130,8.050394,7.509689,8.652934,7.794068,8.122108
Sto_168330,7.862413,7.417458,8.464419,8.093964,7.902754
Sto_133940,10.439342,10.702323,11.041543,10.654138,10.438845
Sto_232300,12.310366,13.288029,12.912501,12.138356,11.848839
Sto_192960,10.632320,10.373322,11.233919,10.925401,10.599037
Sto_051120,10.884141,11.160345,11.485873,11.510296,10.990756
Sto_159400,5.611294,6.148074,6.215160,6.452017,5.725853
Sto_138360,8.032552,9.053022,8.635083,8.237301,7.945412
Sto_296770,9.355935,9.600134,9.957660,10.231130,9.887328
Sto_236820,9.473603,9.804782,10.074400,9.698504,9.435020
Sto_091620,5.487524,5.986659,6.085686,6.245901,5.616584
Sto_048380,7.246093,7.558054,7.842790,7.750420,7.778028
Sto_117450,8.065302,7.373408,8.665819,7.879275,7.961281
Sto_381630,9.009806,9.234089,9.611567,9.679426,9.172596
Sto_264790,10.003311,11.152796,10.603666,10.112365,9.755948
Sto_056130,12.338878,12.732209,12.938585,12.726349,12.396949
Sto_182830,3.350279,3.042739,3.941326,4.549225,3.200647
Sto_377350,7.334554,7.882000,7.936269,9.645767,8.571539
Sto_269320,9.063147,9.294509,9.662690,9.597458,9.043051
Sto_296200,8.719644,8.658113,9.319040,9.149939,8.793905
Sto_343330,8.602442,8.719448,9.200649,8.923424,8.547378
Sto_029700,10.327967,10.751051,10.926382,11.184066,11.006961
Sto_292570,9.873161,10.289886,10.471944,9.881915,9.657296
Sto_238270,11.109237,11.370365,11.707649,12.276533,11.793004
Sto_286790,7.428455,8.381405,8.028258,7.731497,7.511152
Sto_352640,5.386550,6.493706,5.989383,5.190066,5.430245
Sto_316760,3.793741,3.713529,4.374670,4.144481,3.807979
Sto_045510,9.259609,9.569261,9.857694,9.673544,9.449360
Sto_146250,7.926373,7.598081,8.523898,8.216711,8.022332
Sto_241020,12.119850,11.982763,12.717219,13.432415,13.304406
Sto_255030,7.957373,8.291850,8.556368,10.495490,8.793578
Sto_140890,11.107962,11.415656,11.705206,11.707956,11.382444
Sto_276050,13.196824,13.636121,13.793540,13.017356,13.063685
Sto_063260,10.433815,10.808246,11.030956,10.859857,10.705722
Sto_298600,12.629641,12.371246,13.226086,12.712359,11.967087
Sto_024850,12.236385,12.722103,12.832814,12.796148,12.607143
Sto_004320,4.315164,5.034060,4.921214,5.035039,4.722630
Sto_348160,10.173519,10.844853,10.769323,10.860898,10.487228
Sto_023510,9.850885,10.643744,10.447467,10.110281,9.719519
Sto_126370,7.007377,6.974606,7.607176,6.947895,6.455352
Sto_278450,8.116616,6.849422,8.713072,9.396112,9.145428
Sto_062530,8.061659,9.891285,8.661251,8.644732,8.450316
Sto_071280,9.201849,9.694854,9.797676,9.391178,9.394021
Sto_252030,11.655754,11.908787,12.250967,11.557583,11.733779
Sto_315770,10.394355,10.604613,10.989099,10.724859,10.272210
Sto_003880,12.279000,12.447202,12.873701,13.173125,12.880254
Sto_194870,7.577591,8.094039,8.169916,8.091152,7.910924
Sto_419530,4.557263,5.200592,5.150206,4.252391,3.763191
Sto_342120,8.698158,8.734584,9.293198,8.610614,8.547687
Sto_003780,9.524111,9.356884,10.118916,9.611783,9.786808
Sto_153620,9.502015,9.769635,10.096786,10.100549,10.041683
Sto_172960,6.652996,8.100098,7.246919,6.904278,6.735844
Sto_274160,11.017434,11.662418,11.611400,11.948305,11.749703
Sto_033130,9.670822,9.777446,10.265197,10.117371,9.670017
Sto_134290,8.215530,8.284133,8.807464,8.656543,8.532261
Sto_060840,7.360525,7.734350,7.957371,8.074057,7.838457
Sto_187130,9.461408,10.040255,10.055642,9.910791,9.486484
Sto_043790,9.231651,9.312990,9.825370,9.396285,9.267136
Sto_115090,10.710454,10.908173,11.303341,10.983673,10.958128
Sto_124550,8.998296,9.065909,9.590488,9.577436,9.049651
Sto_131860,9.363618,10.106236,9.955741,10.549806,10.239445
Sto_371420,10.509761,11.115189,11.102172,11.717503,11.297280
Sto_109020,8.812497,8.992274,9.404533,9.531600,9.138734
Sto_188080,12.562868,12.983454,13.155015,12.937885,12.634160
Sto_243390,8.840571,9.303376,9.434558,9.702916,9.427718
Sto_077580,10.970634,11.364011,11.563187,11.638580,11.176826
Sto_352630,10.586712,10.971296,11.178846,10.748163,10.467659
Sto_016860,11.783782,11.850521,12.375732,12.184660,11.808645
Sto_219120,9.413479,7.662404,10.005195,9.960728,10.497093
Sto_067770,8.394845,8.727555,8.985630,8.716877,8.695964
Sto_160500,8.610581,9.122194,9.203730,9.333636,8.817176
Sto_023930,12.695895,12.987975,13.286735,13.177208,12.427224
Sto_263600,16.225145,15.807446,16.815991,16.634035,16.027491
Sto_224460,5.611911,5.628900,6.204411,6.409754,6.170365
Sto_280480,13.384027,13.062868,13.974413,13.061198,13.288274
Sto_235030,9.734579,9.948137,10.324879,10.159237,9.723917
Sto_015730,8.460671,8.827400,9.051903,9.090716,8.972038
Sto_194070,11.073796,11.320334,11.663846,11.436620,11.310147
Sto_079080,4.962147,3.617828,5.548829,4.193062,5.647876
Sto_392320,10.340176,10.615788,10.930929,10.717472,10.583223
Sto_121330,9.277901,9.280369,9.867434,9.644677,9.217047
Sto_074420,9.634943,9.942997,10.224283,9.843171,9.325919
Sto_099040,10.147987,10.510788,10.737553,10.861462,10.583552
Sto_384510,6.977992,7.268818,7.564185,7.309153,7.326446
Sto_004360,8.356599,8.535644,8.945151,8.690764,8.191504
Sto_075330,9.597985,9.181024,10.186957,9.768957,9.674597
Sto_085000,8.782958,9.637110,9.372864,9.458115,9.144117
Sto_342870,4.044220,4.124502,4.632348,5.323402,5.204408
Sto_236550,8.901883,8.663531,9.491461,9.147775,8.863454
Sto_132850,9.884467,10.731008,10.473484,10.614271,10.251970
Sto_041650,6.315411,7.594177,6.904947,6.855585,6.377969
Sto_091610,3.755496,4.770203,4.334452,4.781784,5.408233
Sto_254260,10.375168,10.893776,10.963520,10.736092,10.583427
Sto_144500,7.244176,6.936895,7.831696,7.126205,6.762054
Sto_159930,10.367199,10.760766,10.955965,10.773756,10.509320
Sto_105190,4.843107,5.421750,5.439184,5.212591,5.070930
Sto_256090,8.417091,8.784530,9.008290,8.662266,8.244734
Sto_073270,11.206432,11.311840,11.794063,11.421644,10.960107
Sto_324280,7.028416,7.153405,7.615152,6.995977,7.218513
Sto_008270,13.364199,15.291189,13.951383,13.566755,12.325711
Sto_026420,10.518380,10.417356,11.105270,11.203249,10.911440
Sto_249480,10.722008,11.228085,11.308567,10.774408,10.446826
Sto_070110,8.164157,8.318551,8.751394,8.458268,8.387598
Sto_273170,8.511683,8.925669,9.098852,8.630709,8.731221
Sto_256420,9.859649,9.167504,10.446406,9.954838,10.169781
Sto_117100,11.318220,11.732463,11.904546,11.979986,11.598091
Sto_011510,11.231074,11.026054,11.817350,11.433186,11.134987
Sto_286400,9.309605,10.952255,9.896226,9.105425,8.884830
Sto_173570,6.436695,6.238938,7.028429,6.463847,5.935114
Sto_178860,9.915825,11.221653,10.502594,9.899468,9.863288
Sto_143600,10.892273,10.903450,11.478231,11.153980,10.878941
Sto_041340,8.942767,8.912804,9.528753,10.261153,10.000297
Sto_053040,7.065859,7.210260,7.649707,7.796441,7.480924
Sto_165850,9.184544,9.700675,9.770605,9.917035,9.594427
Sto_086010,10.240613,11.353433,10.826937,10.951144,10.319205
Sto_002970,11.978606,12.367476,12.564014,12.840489,12.545613
Sto_123050,10.392731,10.292811,10.978108,10.114407,10.480936
Sto_139330,7.557878,7.692673,8.142471,8.790754,8.014192
Sto_164370,12.937749,13.418536,13.522262,15.025191,14.630682
Sto_222740,10.165195,10.141359,10.749664,10.808195,10.636059
Sto_143510,11.235872,11.548754,11.820454,12.020066,11.905886
Sto_094990,10.100683,9.958344,10.685529,10.168374,10.005974
Sto_056490,7.337501,7.291541,7.922681,7.529802,7.516846
Sto_256310,10.889851,11.155304,11.474090,10.896379,11.199218
Sto_264570,9.464305,11.022124,10.049988,9.668000,9.324280
Sto_086840,11.380127,11.402180,11.964300,12.157318,11.958431
Sto_157310,10.239558,10.408983,10.824146,10.622947,10.400784
Sto_010390,9.741267,10.785595,10.325111,9.636280,8.916639
Sto_162840,10.572606,10.671029,11.157043,11.190845,10.982882
Sto_187220,12.660339,13.858436,13.243650,13.042307,12.961552
Sto_134070,11.374705,11.659115,11.957863,11.410998,11.217060
Sto_082410,8.421044,8.943437,9.005101,9.565723,9.574645
Sto_031650,10.834858,11.102424,11.417308,10.695268,10.467131
Sto_152730,8.000678,7.831971,8.586435,8.467508,7.966940
Sto_077270,8.457296,8.848704,9.039881,9.070315,8.207377
Sto_090260,6.961849,7.449528,7.543659,7.149623,6.680600
Sto_044250,5.960329,6.027489,6.538917,6.970667,6.673135
Sto_281620,11.049973,12.019174,11.632712,10.861855,10.422604
Sto_021950,10.687388,11.408212,11.269540,10.697612,10.641683
Sto_038000,9.307279,8.927641,9.889686,10.627435,9.914967
Sto_313660,11.500010,12.215780,12.081580,12.094473,11.819432
Sto_032350,6.589669,6.453927,7.171688,7.089065,6.654226
Sto_006530,10.064347,9.651202,10.646044,10.280939,10.167242
Sto_233270,8.228536,8.154506,8.809646,8.464577,8.440953
Sto_230830,8.152169,8.511610,8.731020,8.385986,8.161698
Sto_309780,9.670810,9.885799,10.251514,9.814509,9.777226
Sto_246640,12.937312,11.813139,13.517587,12.809618,12.671548
Sto_169680,12.466010,14.413099,13.046177,13.323329,12.900548
Sto_175740,9.759396,10.078078,10.340007,10.115317,9.799133
Sto_177940,8.915888,10.308096,9.495220,8.781133,9.255199
Sto_046340,2.750505,4.471434,3.309808,3.639156,2.942488
Sto_038050,9.792240,10.789420,10.372556,9.739965,9.748189
Sto_021110,10.839284,11.156483,11.417849,11.634685,11.594693
Sto_248680,7.076599,7.306020,7.652467,7.374917,7.050769
Sto_002580,10.969298,11.219540,11.548099,11.123874,10.811721
Sto_010780,8.986732,8.797393,9.566322,9.125918,9.090702
Sto_032620,5.993948,5.973254,6.576415,6.801719,6.407823
Sto_150990,6.183373,6.582127,6.762792,6.587469,6.071322
Sto_048720,11.289559,12.491219,11.867399,11.431166,11.570393
Sto_344090,8.948335,9.062532,9.527116,9.187456,8.699781
Sto_353440,10.626079,10.865061,11.203603,10.856479,10.541537
Sto_103000,11.040746,11.326992,11.617813,11.187901,11.347812
Sto_159450,10.973586,11.625387,11.550297,11.159067,10.130341
Sto_010760,11.769559,11.966581,12.345662,11.587443,11.330310
Sto_273180,6.054148,5.705803,6.632567,7.127972,6.287942
Sto_135290,11.494445,11.846164,12.070453,10.767442,11.270066
Sto_348320,8.435253,8.639253,9.011593,8.642386,8.423830
Sto_143840,11.049977,11.533502,11.624324,11.543345,11.568802
Sto_178670,5.535497,5.720061,6.109953,5.769615,5.274200
Sto_351290,11.473934,11.721281,12.048145,12.043177,11.874539
Sto_009350,8.312086,8.286334,8.887475,8.852606,8.416808
Sto_361890,9.194446,9.238323,9.768563,9.795938,9.260404
Sto_229900,10.209839,10.376553,10.784033,10.524314,10.197954
Sto_297390,9.871444,10.494368,10.445129,10.245825,9.914202
Sto_263460,9.076567,8.909935,9.650921,10.009969,9.446189
Sto_180260,5.470790,4.279568,6.043674,4.950234,4.684096
Sto_210490,10.025714,10.699691,10.598549,10.611309,10.372876
Sto_135590,8.138587,8.564915,8.710994,8.333212,7.724323
Sto_151030,11.697830,12.140134,12.270163,12.500080,12.317005
Sto_181420,9.855009,10.478913,10.426725,9.994612,9.779936
Sto_229490,8.888457,8.729005,9.460326,9.295796,8.938169
Sto_389700,9.663133,9.660293,10.234525,9.914673,9.460181
Sto_352050,14.977206,15.416502,15.548666,14.871524,13.493668
Sto_079500,7.798339,7.626386,8.368228,7.820849,7.735087
Sto_025890,8.633488,9.091759,9.206535,9.090072,8.778500
Sto_073550,8.466590,8.524964,9.037931,8.606480,8.443868
Sto_276870,7.959569,8.220447,8.530134,8.378209,8.229660
Sto_348500,8.284360,8.416826,8.857046,9.034523,8.850794
Sto_247870,9.461871,9.650413,10.032410,10.720221,10.598376
Sto_224270,8.271485,8.859418,8.841276,8.244212,7.960442
Sto_149830,12.151927,12.203342,12.721869,12.378821,12.348081
Sto_027700,4.551861,5.329155,5.116678,4.771811,3.910991
Sto_355830,6.061615,6.319177,6.630937,5.352592,5.444041
Sto_415190,2.535353,2.608151,3.100097,1.579081,3.338373
Sto_042170,10.678461,10.530454,11.246963,11.329458,10.929772
Sto_136640,8.223685,8.369418,8.793071,8.622795,8.521149
Sto_316460,7.274605,6.882880,7.845679,7.874667,7.284865
Sto_143620,7.223444,7.416081,7.791912,8.089761,7.168912
Sto_035820,7.688637,7.477185,8.256492,8.038177,7.649551
Sto_210710,9.133272,9.470985,9.700209,9.421873,9.196103
Sto_018200,4.604145,3.912287,5.174931,5.669511,5.276479
Sto_020700,10.081534,10.062230,10.648610,10.703621,10.402751
Sto_353420,9.458212,9.253539,10.024885,10.329336,10.038760
Sto_187460,8.820976,8.859594,9.387907,9.172675,8.945696
Sto_198260,11.717511,11.917002,12.282858,11.924371,11.807324
Sto_021800,9.799643,9.628626,10.364986,9.993915,9.822401
Sto_166990,9.811486,9.439225,10.376983,9.582784,9.426283
Sto_212080,9.675344,9.847999,10.241245,9.799263,9.768957
Sto_159390,7.451755,7.953828,8.017965,7.988441,7.579026
Sto_055330,9.892268,10.152603,10.458211,10.550883,10.168993
Sto_048910,4.022922,5.195230,4.579126,5.882820,6.250729
Sto_125260,10.850915,11.410288,11.415961,11.827667,11.755274
Sto_042060,12.366497,12.406842,12.931376,12.692991,12.209074
Sto_016550,6.784063,6.722143,7.348919,7.437099,7.375042
Sto_415300,7.097951,7.850140,7.666941,8.182842,7.585451
Sto_180300,5.982199,5.765297,6.544151,6.299273,5.641127
Sto_316970,8.532547,8.683938,9.098758,8.706397,8.673016
Sto_085390,11.678505,12.658628,12.242909,11.547648,11.212875
Sto_205880,8.611379,9.026027,9.177171,9.464711,8.966262
Sto_199260,5.121331,5.297867,5.689059,4.928403,5.009802
Sto_130010,9.931441,10.158855,10.496061,10.259394,10.307379
Sto_105970,10.951407,11.301137,11.514892,10.868631,10.768707
Sto_391400,8.819823,8.755145,9.384342,9.175818,8.761403
Sto_032030,11.669103,12.036415,12.232013,12.207510,12.108143
Sto_285760,9.168656,9.529972,9.732245,9.989315,9.544105
Sto_380100,5.976991,5.868563,6.539230,6.162691,5.684973
Sto_007140,9.046290,8.321848,9.609190,8.941661,8.797225
Sto_000710,6.456541,6.556553,7.021214,5.770762,6.316273
Sto_031180,11.529779,13.429800,12.091503,11.409580,11.087264
Sto_073820,9.462376,10.313714,10.025000,9.807772,9.277191
Sto_253090,10.610136,10.952780,11.171910,11.614381,11.154889
Sto_124750,9.680965,10.154008,10.242974,10.280203,9.938931
Sto_023010,6.135270,7.717289,6.701375,6.954394,5.201454
Sto_018900,10.470318,10.728466,11.032292,10.534309,10.493822
Sto_023830,8.456312,8.891732,9.018801,8.351387,8.456241
Sto_136170,6.188714,6.311729,6.745674,5.290322,5.761508
Sto_025820,11.421156,11.955209,11.982542,12.379473,12.228621
Sto_301670,11.960672,12.289064,12.522027,12.783595,12.398327
Sto_118590,8.191103,8.109193,8.753905,8.148467,8.190559
Sto_276210,10.756590,10.908626,11.317830,11.166023,10.803597
Sto_338710,9.317280,9.518072,9.879484,9.592422,9.056266
Sto_335380,11.953081,11.941202,12.513878,12.361600,12.366439
Sto_047060,10.457249,10.554412,11.018272,10.589186,10.365772
Sto_280980,9.429303,9.339169,9.989309,9.901626,9.620508
Sto_113210,7.299226,7.140977,7.859165,7.647407,7.533679
Sto_090880,7.768912,7.111717,8.327049,8.818494,9.679927
Sto_022400,9.149358,9.035075,9.707986,10.684884,9.784228
Sto_344100,10.430441,10.217509,10.989865,10.556334,10.491375
Sto_342360,10.849322,13.349250,11.408610,10.802896,9.793886
Sto_240690,7.205563,7.019392,7.763142,7.431298,7.521601
Sto_111720,11.686840,12.042468,12.245391,11.632530,11.497142
Sto_024990,11.711447,12.134058,12.270155,12.612724,12.446151
Sto_112790,14.180171,14.174476,14.738307,14.068531,13.703123
Sto_142240,7.012581,7.238268,7.570686,7.145550,6.705217
Sto_209230,8.674726,8.181313,9.233428,9.309829,8.913050
Sto_033290,10.587975,10.501897,11.145458,11.010794,10.836638
Sto_074930,7.241509,6.460129,7.798657,8.004037,6.876627
Sto_102100,12.322291,12.880968,12.879507,12.236073,12.123652
Sto_041960,8.982174,9.285236,9.539194,9.471599,9.145437
Sto_211840,10.631290,11.309778,11.188466,11.710909,11.418220
Sto_125870,10.867603,11.292954,11.424492,11.324123,11.357737
Sto_054420,10.353008,10.477482,10.909249,10.915308,10.695510
Sto_240440,8.336838,8.597938,8.896495,8.750782,8.434191
Sto_364340,9.300246,9.492077,9.858475,9.538276,9.281376
Sto_231160,10.052356,10.103222,10.608715,10.225368,9.966688
Sto_058720,12.146031,13.107207,12.702397,11.746064,11.765898
Sto_117080,8.181615,8.274370,8.736706,9.374671,9.112002
Sto_058630,6.726455,7.154384,7.283437,7.611503,7.339743
Sto_047870,11.082238,11.266669,11.638113,11.246211,9.252583
Sto_101310,7.094522,7.778141,7.652311,7.381201,6.619440
Sto_035950,9.163538,11.635439,9.720233,8.678040,9.084093
Sto_330450,10.044564,9.885038,10.600292,9.972557,10.071738
Sto_104920,9.317890,10.189130,9.873046,8.881907,9.299394
Sto_117010,10.277555,10.594210,10.832922,10.511677,10.600018
Sto_034400,3.237807,3.192136,3.776103,3.834558,3.739488
Sto_341120,8.852934,9.234458,9.407701,9.891210,9.504007
Sto_026410,11.333992,10.747018,11.888373,12.180547,12.046729
Sto_270240,4.313680,4.394689,4.860078,4.426882,3.373974
Sto_051370,5.959196,7.740507,6.517966,6.030732,5.947589
Sto_064830,9.557221,9.633918,10.112083,9.953293,9.598456
Sto_062770,7.593712,8.078230,8.148015,7.904449,7.566551
Sto_288530,8.819012,8.684042,9.372702,9.104043,9.030573
Sto_191990,8.826292,9.055268,9.382000,9.397722,9.102702
