Feature_GID,T0,T1,T3,T6,T24
Sto_127940,3.280322,13.645716,16.580252,16.253748,11.451548
Sto_237240,4.251589,15.738817,17.059939,15.602301,12.247262
Sto_021250,4.521884,16.737020,17.005595,15.890685,12.091347
Sto_377810,1.272215,13.777765,13.420618,11.022942,6.828945
Sto_299030,1.987348,9.485235,13.795574,13.694250,4.482646
Sto_389930,3.370966,13.674583,13.872510,12.203627,8.050408
Sto_133220,2.355924,11.711033,12.765048,11.953052,8.869354
Sto_168750,7.784471,17.405001,18.165654,16.623913,12.512419
Sto_351660,6.216685,14.779412,16.560373,16.033974,13.584058
Sto_058220,2.664540,12.856802,12.921669,11.960660,9.665258
Sto_132020,4.064701,14.886644,14.265564,13.163445,9.750188
Sto_020410,5.353101,16.817762,15.360324,13.226899,10.342122
Sto_262950,2.321464,13.114791,12.162256,10.356158,7.855697
Sto_208550,2.914721,11.553998,12.644806,12.351972,7.998014
Sto_132040,7.751724,13.955008,17.128206,17.003319,14.580787
Sto_020420,6.371901,16.978136,15.583604,13.830621,10.386763
Sto_132000,6.635827,16.719156,15.715143,14.300689,10.541403
Sto_004960,2.649239,5.035847,11.690979,11.943483,9.295490
Sto_194990,7.106828,14.502591,16.139206,15.428068,12.525160
Sto_227450,4.359210,12.870213,13.388813,13.098008,12.957637
Sto_202690,6.004953,11.875856,15.027640,14.007361,11.714072
Sto_117480,5.363230,14.400279,14.377097,13.310840,9.636396
Sto_124450,4.479502,14.547025,13.438074,11.256719,7.981988
Sto_222790,4.622729,13.549398,13.524138,12.479272,10.147901
Sto_225290,1.894086,10.565701,10.660732,9.135813,9.248016
Sto_275290,7.140265,15.520982,15.887800,15.352328,9.877160
Sto_036760,1.722935,5.296926,10.209095,10.611926,9.023845
Sto_262960,4.461536,14.546201,12.800368,11.353981,9.302025
Sto_274150,6.472415,11.978497,14.779374,14.186117,9.916254
Sto_304190,7.394023,10.659159,15.700645,15.826108,11.494418
Sto_117820,3.990456,15.438217,12.265601,11.139558,7.659344
Sto_173500,7.459078,11.748102,15.717142,16.420836,11.182641
Sto_351640,8.231371,15.988296,16.433585,15.220390,12.999075
Sto_206800,6.268221,15.972195,14.459344,12.665260,9.843568
Sto_224310,5.663023,13.531915,13.846782,13.419706,9.290531
Sto_026240,5.685244,12.110943,13.815567,13.064229,10.237415
Sto_020400,6.520260,13.511298,14.644043,13.163919,10.771057
Sto_047240,1.687286,12.009573,9.761213,7.682297,6.302891
Sto_288010,5.727272,11.546270,13.767900,13.241156,10.098176
Sto_163430,5.613268,14.918724,13.653226,12.562158,10.023921
Sto_279220,0.894108,6.519467,8.770034,8.971108,7.616014
Sto_125540,0.687286,6.090861,8.482225,8.819328,7.560766
Sto_122570,2.641404,10.756272,10.418686,9.871604,6.661494
Sto_010690,3.447417,9.361815,11.076485,11.478918,10.080561
Sto_106460,7.141456,15.199755,14.726919,13.598462,10.922667
Sto_377800,7.967286,15.370510,15.550979,14.141550,10.474165
Sto_171150,3.444760,9.966613,11.017651,9.972625,8.375826
Sto_161210,6.063948,9.548770,13.584960,13.917748,12.614967
Sto_086670,3.669824,12.285811,11.206155,9.269501,7.262534
Sto_132050,8.874491,14.798669,16.361540,16.239354,13.877761
Sto_103820,6.619283,12.834960,14.094072,13.153135,10.642234
Sto_148400,5.595764,12.357168,13.054474,12.007953,10.466895
Sto_042070,6.381207,7.840235,13.839234,13.169940,10.380962
Sto_022990,7.753723,13.895432,15.140411,14.023453,11.908542
Sto_024390,5.001636,10.258060,12.355121,11.492444,10.302463
Sto_310910,8.535813,15.769910,15.695989,14.459397,11.537837
Sto_351630,10.339509,16.781132,17.474822,16.480275,14.171356
Sto_265050,3.005582,6.850956,10.094553,9.941579,7.141496
Sto_248820,5.626581,10.169450,12.690755,14.463314,14.578563
Sto_255440,5.984819,9.507491,13.041617,15.302625,12.955973
Sto_171140,6.716050,11.132502,13.745844,13.347643,11.469619
Sto_318740,7.092900,11.652031,14.121539,13.585023,11.345445
Sto_356320,6.988192,11.392604,14.008200,13.957457,11.405096
Sto_184060,6.756476,8.039967,13.766841,14.010174,11.023318
Sto_239050,3.159783,6.581301,10.150728,12.534051,9.941955
Sto_176060,9.522171,16.477235,16.514967,15.481359,12.637956
Sto_165150,2.759145,13.410936,9.711058,7.735295,4.873959
Sto_201070,3.820638,11.110845,10.795757,11.539487,3.969164
Sto_006910,4.931045,10.392684,11.869479,10.797411,7.453035
Sto_057590,7.624784,13.735203,14.531862,13.253510,8.945923
Sto_351650,8.658199,15.793624,15.509947,14.479114,12.385953
Sto_185620,5.288213,12.282080,12.128951,11.361036,8.461344
Sto_264270,8.265392,15.788741,15.081271,13.920704,10.809379
Sto_208750,7.035730,11.667913,13.839114,12.622607,10.482685
Sto_182720,6.532555,11.424877,13.324604,13.296161,9.984949
Sto_278300,9.617765,16.828222,16.397344,15.180016,12.581229
Sto_110970,3.370951,11.168947,10.156250,7.721875,4.649965
Sto_119400,10.173831,16.852651,16.890195,15.266346,13.909185
Sto_319760,11.283137,17.001957,17.978791,17.429907,14.364520
Sto_133210,5.724863,10.240688,12.423314,13.279272,11.943715
Sto_046600,2.842342,9.576359,9.539977,8.876319,6.643716
Sto_319620,4.813096,6.097955,11.440242,11.448707,9.384886
Sto_149650,8.770224,11.818017,15.383790,15.118152,11.610755
Sto_106050,6.697039,12.305538,13.307849,12.318786,10.613181
Sto_026100,6.185781,11.704535,12.795429,11.403400,8.694547
Sto_209530,5.691773,13.233684,12.258237,10.684342,7.190592
Sto_135060,6.370806,8.766812,12.929866,13.237074,13.143977
Sto_167550,8.213054,9.959040,14.767850,14.756346,12.561893
Sto_051670,6.879073,12.782357,13.409650,12.258264,9.594216
Sto_126410,3.817940,7.955714,10.318129,9.838270,7.054285
Sto_103860,5.668295,10.072448,12.144754,11.369792,10.413535
Sto_299000,4.092140,9.278157,10.561413,10.176848,7.609435
Sto_232160,8.314962,13.933306,14.765131,13.748404,11.603050
Sto_167790,10.094298,16.026342,16.522898,15.620053,13.228072
Sto_355580,5.553922,8.394863,11.981234,11.375045,8.817286
Sto_299020,6.731738,11.866598,13.157127,13.388035,7.060462
Sto_023090,9.679946,15.623417,16.096463,15.122964,12.439064
Sto_248860,4.157055,10.859126,10.565331,9.035040,6.231205
Sto_144710,3.359702,9.497672,9.753741,9.266265,5.882073
Sto_107020,6.026944,13.682772,12.417846,10.865584,7.825290
Sto_298150,3.956559,8.875090,10.319683,10.036729,9.906219
Sto_328510,7.820241,15.049717,14.152482,13.217693,10.934522
Sto_124490,3.200325,8.899687,9.546453,8.501965,6.398335
Sto_007890,8.158765,11.870067,14.483724,13.663639,11.440662
Sto_101870,6.596749,14.134092,12.915848,10.361285,9.476602
Sto_051660,7.924515,13.800691,14.229936,13.498453,10.455201
Sto_163700,11.019794,16.637018,17.310484,16.190414,13.315628
Sto_401030,5.858201,11.627750,12.142800,11.186281,9.293093
Sto_110020,7.433267,14.133291,13.715223,13.502242,13.041363
Sto_176990,4.953703,8.198543,11.229854,11.327108,9.395317
Sto_100620,8.090530,14.187568,14.314884,13.614078,8.633899
Sto_319070,8.034073,10.406482,14.257732,12.897026,10.813918
Sto_031520,4.339703,8.465468,10.559747,11.094992,11.338581
Sto_133200,1.846364,7.257549,8.083228,8.208587,3.163305
Sto_277390,0.925068,6.421264,7.119112,6.186304,4.705837
Sto_168650,4.287683,7.398554,10.475691,9.326476,4.708864
Sto_299010,2.883547,7.320305,9.086850,10.137656,7.485921
Sto_105620,2.009234,11.032977,8.159755,7.376174,6.072651
Sto_110860,7.786031,12.076349,13.932666,12.948712,11.298876
Sto_262370,6.076241,11.763197,12.203729,11.914763,9.766607
Sto_185630,5.947795,10.428830,12.057324,12.629670,11.008179
Sto_056850,5.511281,6.382495,11.594358,11.755764,10.470611
Sto_078280,3.798568,8.183431,9.878965,8.633825,5.879680
Sto_088250,6.894039,9.087799,12.968047,12.119783,9.855607
Sto_136080,4.178607,12.703888,10.248060,8.664619,6.339672
Sto_179910,10.026838,13.667331,16.026390,16.111662,15.339556
Sto_278140,4.946251,10.151553,10.942687,10.349969,9.073751
Sto_385230,3.722149,6.411593,9.712581,10.232975,9.280384
Sto_184990,7.938189,13.555304,13.918480,12.531114,10.928049
Sto_093590,8.480875,14.344473,14.454835,14.064517,10.844142
Sto_109870,5.125792,13.957663,11.100372,8.135502,7.112965
Sto_166900,8.758254,10.405197,14.726921,13.712141,11.189957
Sto_270090,7.320643,8.959141,13.289813,12.528135,11.630076
Sto_194860,5.434962,9.140802,11.390916,11.666683,11.062419
Sto_053900,5.353787,11.215008,11.297913,9.857985,8.691042
Sto_379600,10.868667,15.607975,16.775536,16.176683,13.052326
Sto_145420,8.109303,15.842658,14.001725,11.816440,8.845916
Sto_115530,6.515641,8.238517,12.389136,11.713724,9.182095
Sto_122340,5.294343,6.049975,11.168030,12.628525,13.382861
Sto_026360,3.950320,7.714894,9.802893,8.719180,5.273180
Sto_053220,5.752239,10.487546,11.576114,10.799188,9.801285
Sto_279500,7.635837,11.919613,13.454544,12.922778,11.362535
Sto_187370,9.436326,15.766514,15.242311,13.393005,11.888441
Sto_029200,10.500803,14.885405,16.304828,15.231842,12.364311
Sto_257580,5.800280,9.753228,11.593731,9.942034,8.104881
Sto_026380,10.804609,16.639200,16.583947,15.626981,12.905574
Sto_343930,3.526864,8.360011,9.322107,7.731656,6.620177
Sto_230130,6.775165,10.790009,12.548858,12.163098,9.676528
Sto_083290,6.872377,13.392808,12.629599,11.353754,9.254133
Sto_109460,6.910559,10.755437,12.648677,12.036537,8.403678
Sto_048650,5.782437,13.207857,11.526119,9.892853,7.641870
Sto_206750,6.187755,9.482362,11.913441,12.904574,12.257307
Sto_018040,5.661134,8.201737,11.340787,11.105389,9.369405
Sto_031030,6.790881,11.266770,12.465593,12.287350,10.994071
Sto_184980,6.654538,12.193872,12.321247,11.231808,9.590739
Sto_115540,4.634402,6.400198,10.299894,9.352717,6.957139
Sto_110900,5.920895,13.918445,11.569589,9.186087,6.926090
Sto_020680,4.190320,10.540047,9.849633,8.871730,7.095098
Sto_021730,3.949660,8.885209,9.602423,8.744273,5.967738
Sto_388570,6.198602,12.807270,11.839454,9.917535,5.861646
Sto_078850,6.206256,13.465458,11.837243,9.737016,7.901127
Sto_118700,8.441591,15.689940,14.057418,12.330767,10.111539
Sto_225450,6.740033,12.156961,12.329947,11.187814,10.004695
Sto_047610,6.282553,6.445906,11.861851,11.286500,10.647759
Sto_258900,9.265455,15.017436,14.840188,13.112707,11.274738
Sto_118740,8.068769,14.787756,13.621599,11.393036,8.997568
Sto_104670,8.966250,13.278565,14.520223,14.804566,13.988693
Sto_272770,9.997006,12.969669,15.539281,15.041568,12.524162
Sto_143220,3.009204,2.635091,8.546302,8.470511,7.732288
Sto_252140,7.718119,15.146373,13.252414,12.256778,10.476395
Sto_083320,6.365546,9.590019,11.896057,11.645094,9.438404
Sto_302170,9.474980,16.419175,14.996520,13.643879,11.441336
Sto_381910,2.484313,7.026065,7.977660,5.352774,3.826754
Sto_048530,7.767586,13.148877,13.236965,12.511284,10.002723
Sto_197370,8.424039,10.816359,13.884167,13.135640,11.470575
Sto_351670,10.254714,15.765703,15.713658,14.665005,13.597734
Sto_025510,4.819530,9.826537,10.278609,10.914299,11.379220
Sto_106870,6.839154,11.474199,12.290671,10.749586,9.667481
Sto_038770,8.330836,13.793748,13.767449,12.561896,9.755895
Sto_374480,8.023854,15.565649,13.455365,11.984065,10.702695
Sto_257590,10.477750,11.566171,15.904863,16.871021,16.687702
Sto_351580,3.396071,7.320039,8.816928,7.700324,6.285100
Sto_045750,3.456377,7.042814,8.850519,7.880002,5.076040
Sto_084120,5.292111,11.785995,10.688157,9.075629,7.492312
Sto_144780,1.260141,6.085041,6.649203,4.996670,2.028349
Sto_297250,7.099719,10.985103,12.477459,12.024548,10.496827
Sto_315330,7.034154,12.000392,12.412265,11.567823,8.272560
Sto_176890,9.612821,15.387054,14.985476,13.990780,11.789483
Sto_246220,11.649785,16.214451,16.996264,17.192226,12.921697
Sto_184950,3.647646,11.141691,8.981067,7.132595,5.158450
Sto_235510,6.023543,11.012420,11.357399,10.411937,8.307955
Sto_018870,9.783684,14.262941,15.099735,13.070391,11.143804
Sto_043610,6.965863,13.700875,12.284064,10.917008,8.751408
Sto_021990,5.598810,9.859174,10.902754,9.074469,6.471840
Sto_056280,6.750376,12.841033,12.057319,10.610411,8.310023
Sto_143060,8.352084,13.692878,13.652188,12.875450,10.575992
Sto_005660,7.680024,14.898875,12.976021,11.205295,7.851240
Sto_177800,4.750105,6.546365,10.001547,9.316491,8.081904
Sto_235190,5.204542,7.155105,10.445426,11.324100,10.601231
Sto_023100,7.376248,10.773840,12.604276,11.778595,8.137523
Sto_057440,5.445710,6.678182,10.675954,9.755504,7.014027
Sto_163240,1.687261,4.242441,6.898273,6.965810,3.771490
Sto_044420,8.536789,11.629029,13.746214,11.934134,11.431950
Sto_168770,6.777389,12.579843,11.986506,11.692559,9.566756
Sto_027410,12.810742,17.623912,18.014892,17.573921,14.969849
Sto_045850,10.988991,16.262937,16.191424,15.093839,12.404543
Sto_065200,8.169430,12.857711,13.356885,12.343787,10.482126
Sto_209250,1.571549,5.469430,6.749102,7.230135,9.157977
Sto_341870,7.980385,13.971072,13.146025,11.476627,9.086036
Sto_109860,2.733140,12.727869,7.895457,4.101483,3.148294
Sto_390250,7.574239,11.670600,12.729080,11.930070,9.050159
Sto_084130,4.005617,10.331884,9.151926,7.486092,6.055913
Sto_174350,10.487703,12.818022,15.624902,14.881976,11.516921
Sto_397490,3.795075,7.361914,8.945482,9.580428,7.607469
Sto_121310,5.973424,11.000615,11.102438,9.761638,7.897742
Sto_349550,5.326589,11.820076,10.446336,8.842645,8.177461
Sto_113700,3.552647,8.443513,8.681445,6.512666,4.217063
Sto_074950,7.155961,8.529574,12.257725,10.537572,8.196312
Sto_114550,3.171527,10.348838,8.279802,6.896146,4.682694
Sto_159490,4.534389,7.221798,9.628531,9.189499,6.549596
Sto_046630,9.711757,15.656652,14.799376,14.022547,11.970785
Sto_094000,6.980198,12.059663,12.065334,11.043215,9.053865
Sto_206110,4.963972,6.860193,10.049074,11.090105,6.527106
Sto_090990,5.142918,10.552936,10.211253,8.442431,6.096930
Sto_067630,8.200954,11.741372,13.271603,12.523070,10.124979
Sto_235340,7.750660,11.641649,12.813133,11.825997,9.408664
Sto_011410,9.969013,15.366517,15.024765,14.076659,11.181708
Sto_126130,7.393206,12.236797,12.447316,12.398621,11.212081
Sto_194760,8.126374,14.743693,13.179127,11.142822,9.702906
Sto_207000,3.465968,10.557869,8.520147,7.722975,5.691120
Sto_315490,5.380291,6.567701,10.418414,10.143078,8.383127
Sto_319750,5.042196,7.440473,10.071720,10.882317,8.747100
Sto_254180,4.746527,9.955062,9.765721,9.133479,7.253560
Sto_025950,5.793688,10.068231,10.803859,10.738723,10.384701
Sto_254720,2.606886,3.709475,7.605609,10.726952,11.056407
Sto_185380,4.521007,7.970091,9.515624,8.528305,7.673813
Sto_363400,8.032736,10.213131,13.025081,12.531249,10.315873
Sto_320280,5.936463,7.913398,10.928026,10.148832,7.844167
Sto_187420,7.434046,10.557745,12.420542,11.445842,9.900259
Sto_102560,2.176994,10.068766,7.153558,5.211940,2.831704
Sto_127950,6.608097,11.000087,11.576193,10.375628,7.669899
Sto_019620,4.286103,10.198940,9.249176,7.788736,8.150130
Sto_139150,12.781905,17.355275,17.723298,17.366725,15.193152
Sto_187400,9.376565,13.204754,14.310126,13.215790,11.090014
Sto_198330,2.521782,4.334596,7.479418,7.538579,5.735101
Sto_259610,2.363362,9.302513,7.326448,6.400878,5.180422
Sto_045760,10.093369,15.048266,15.013604,13.558084,10.852968
Sto_181750,8.582047,9.973126,13.465017,13.307617,11.127798
Sto_246800,11.160089,15.523686,16.024179,14.890742,13.122694
Sto_105290,8.377003,15.142075,13.234147,11.309654,9.421033
Sto_262620,5.841911,8.317026,10.691015,10.330081,8.337821
Sto_128720,7.134325,9.782343,11.979089,11.403757,10.294776
Sto_209730,11.293862,15.941505,16.134608,15.260198,12.805137
Sto_021820,5.109884,12.235314,9.952412,8.163408,7.003972
Sto_253210,7.104403,11.870972,11.910001,11.004829,8.704423
Sto_336740,1.247932,4.807536,6.063000,6.311433,5.508661
Sto_162370,8.318115,9.707282,13.111514,13.011850,11.841091
Sto_037670,5.204608,5.977108,9.994019,6.845571,5.494037
Sto_036280,6.076550,12.369533,10.856150,7.900662,5.916966
Sto_379470,7.959194,13.941153,12.737428,11.149875,9.608168
Sto_197730,10.520870,12.489572,15.297424,14.945071,11.961240
Sto_129430,6.113826,12.048599,10.888371,10.155987,9.144004
Sto_049900,2.344550,3.299570,7.112966,6.749266,5.730908
Sto_168760,3.484277,10.353951,8.253511,7.036388,4.245424
Sto_303280,5.507226,11.134517,10.268600,9.178399,8.778292
Sto_208760,7.148541,10.690468,11.901146,10.903669,9.353652
Sto_385880,8.671058,10.643133,13.420473,12.108769,9.792859
Sto_234800,6.745974,8.782332,11.478107,10.752813,9.791530
Sto_246210,4.878763,8.533097,9.602620,9.291547,5.755616
Sto_319780,4.616065,6.940675,9.328956,7.899932,5.741788
Sto_021310,8.177139,13.668639,12.897467,11.711195,8.853237
Sto_063670,6.308787,9.256927,11.020017,11.335540,8.388765
Sto_016120,7.202259,10.999033,11.907407,11.032457,8.739897
Sto_384630,3.228525,7.312552,7.933235,8.314434,7.699525
Sto_057720,7.717905,11.204256,12.411602,11.223447,8.479197
Sto_142650,1.075002,4.796217,5.783223,6.460391,2.898774
Sto_090410,6.084541,3.946851,10.767923,8.656244,7.888463
Sto_335900,10.932338,14.369242,15.607623,15.096749,13.902472
Sto_122680,4.275731,6.403711,8.946695,8.399739,5.581858
Sto_281840,6.630387,11.674417,11.296996,10.721212,7.955133
Sto_131880,7.460791,13.825348,12.128723,11.306580,9.798393
Sto_270970,6.058226,7.527876,10.723051,10.316104,8.875050
Sto_313560,10.045488,13.331868,14.707485,13.783822,12.057260
Sto_005160,4.342115,7.640399,9.009411,10.497100,5.857268
Sto_299230,2.095532,4.687979,6.756014,5.891989,3.888255
Sto_036410,5.323177,8.455525,9.977665,8.281696,6.936796
Sto_253180,4.456801,4.794537,9.090620,10.131295,9.057182
Sto_160420,2.773282,6.210798,7.419585,6.865930,4.240345
Sto_224830,3.829484,6.952325,8.474742,7.540390,6.042540
Sto_117810,9.702333,11.605652,14.324247,14.055075,11.877396
Sto_067640,7.590982,10.677163,12.205503,11.552520,9.739199
Sto_165600,3.546873,4.179727,8.155357,7.595758,5.535915
Sto_167940,6.707513,11.928699,11.311805,10.461449,9.131542
Sto_316840,5.395786,8.269832,9.997803,8.355680,6.799374
Sto_338280,12.041349,17.270810,16.639380,16.358731,12.138173
Sto_180280,8.004149,11.736817,12.600718,11.245340,9.894024
Sto_113480,7.126729,7.735709,11.707150,11.559351,9.631161
Sto_338750,3.662937,9.018191,8.259272,7.066434,5.148627
Sto_257600,1.531874,3.676426,6.114998,2.826587,1.972716
Sto_319580,3.414227,5.031346,7.999848,8.136219,6.349898
Sto_003650,6.176996,10.428491,10.726357,9.518056,8.677458
Sto_094060,7.105630,11.979101,11.656412,10.825341,9.315275
Sto_110780,5.755665,6.467684,10.310595,9.455909,7.409160
Sto_075990,9.255945,14.317821,13.804970,12.810205,11.077159
Sto_110120,7.275093,12.833741,11.823455,10.737643,8.417482
Sto_057820,6.396652,12.819913,10.946381,10.358119,9.228145
Sto_005570,5.376105,10.782913,9.912377,9.458107,6.635639
Sto_048540,6.900846,12.025063,11.434116,10.588582,9.263527
Sto_314150,3.365357,8.725251,7.899174,5.008920,7.029544
Sto_067620,8.794641,11.703970,13.316441,12.878518,10.314218
Sto_134440,8.514097,8.688904,13.032494,13.193602,11.150209
Sto_106130,9.013549,15.135523,13.521514,11.139928,8.963873
Sto_075890,3.340755,8.983045,7.819014,7.479341,4.780781
Sto_075470,2.402411,8.630014,6.904964,6.286922,6.635839
Sto_115430,9.650299,15.454559,14.136257,12.819084,12.137016
Sto_160600,8.568598,14.125217,13.034938,11.883536,10.280252
Sto_142560,4.016429,5.644599,8.467674,9.172177,7.419112
Sto_380700,3.557602,7.405561,8.020447,6.225764,4.880601
Sto_237970,7.280336,10.326915,11.710962,11.312851,9.179944
Sto_194850,1.402396,3.934144,5.840849,5.722049,4.220578
Sto_165270,9.438460,12.818097,13.865519,12.830767,11.378230
Sto_113620,11.793245,14.891950,16.217665,15.783045,13.516841
Sto_100390,7.099638,10.221948,11.518324,11.196571,9.132862
Sto_026480,6.561947,11.833664,10.978565,9.686302,7.471723
Sto_161150,8.344136,13.922251,12.755318,11.440165,8.853888
Sto_032260,2.718542,4.708744,7.107511,6.552306,6.606346
Sto_230780,7.534455,14.677714,11.923137,10.219825,8.823184
Sto_173470,6.250860,8.557637,10.636835,10.935573,9.890092
Sto_330620,10.484163,15.130497,14.853274,13.930832,13.097185
Sto_249370,10.370820,15.857502,14.739677,13.501839,11.138569
Sto_088220,9.473689,14.269826,13.839989,12.277909,10.007565
Sto_298340,5.531896,11.157034,9.890895,8.686765,7.805988
Sto_007330,10.876362,16.024698,15.227738,14.160741,11.361496
Sto_321230,5.833113,11.116103,10.181182,7.532272,8.865276
Sto_055760,2.176958,3.976182,6.512556,6.997016,5.239018
Sto_229980,6.246961,10.539040,10.580711,10.002801,8.242253
Sto_224850,8.224773,13.263786,12.553086,11.997042,9.155370
Sto_348330,6.599363,11.295547,10.925571,9.924847,7.256844
Sto_119700,6.959162,9.026436,11.279429,11.485293,10.424850
Sto_173050,12.042246,16.100182,16.357503,15.010950,12.513540
Sto_183050,8.052661,8.368882,12.364085,12.094370,10.073844
Sto_225280,6.537358,11.881258,10.844410,8.952323,10.473697
Sto_125470,9.469546,14.912837,13.773467,12.135303,10.487742
Sto_321060,2.396953,6.128787,6.719050,7.192365,8.432395
Sto_195090,7.876886,8.123032,12.173599,12.022560,11.265597
Sto_269830,12.193892,16.429399,16.489008,14.917614,13.887822
Sto_004270,8.691622,12.133733,12.985524,12.576032,10.830267
Sto_084850,3.949027,9.431495,8.232631,7.323860,4.492263
Sto_195030,9.375809,12.488615,13.653895,13.005170,9.457542
Sto_274780,7.363047,11.456295,11.637688,10.464184,9.016734
Sto_050270,7.371790,10.557142,11.644228,12.696744,12.651209
Sto_198390,7.032608,9.434951,11.305121,12.001182,10.590207
Sto_070420,6.402413,7.194113,10.667407,10.882073,9.428778
Sto_024380,8.989195,13.341689,13.248429,12.345940,10.993102
Sto_008140,2.854450,8.183969,7.120640,6.559663,5.211662
Sto_207240,3.202454,6.354501,7.445349,6.536942,5.144667
Sto_184080,3.577245,4.409784,7.826764,6.213380,7.052356
Sto_124080,8.588702,12.126107,12.835150,11.882765,11.009365
Sto_062520,8.773135,13.998953,13.018208,12.113478,10.285887
Sto_319790,3.035387,4.820726,7.280607,6.564717,7.022881
Sto_330630,7.603026,10.537933,11.843069,10.698344,8.512229
Sto_300080,7.149849,12.802288,11.387653,9.852539,7.793783
Sto_170040,8.337279,11.528785,12.565860,11.875945,9.618396
Sto_275770,10.631136,13.651891,14.853721,14.013357,11.617347
Sto_258000,2.361648,4.572982,6.578111,6.641384,8.943479
Sto_159380,3.151021,3.730121,7.392601,7.903906,8.019307
Sto_077150,4.269239,9.095098,8.481146,3.598473,7.705911
Sto_073360,6.378028,6.925695,10.595926,11.685389,11.015396
Sto_274700,8.537143,11.075011,12.744398,12.314362,9.837754
Sto_172840,8.761787,15.216482,12.967461,10.991364,8.638073
Sto_235460,7.084163,10.062194,11.288971,10.164240,8.390050
Sto_291660,7.849950,8.336181,12.035734,11.097096,9.338970
Sto_013330,7.851634,10.883305,12.036734,11.216290,8.257550
Sto_235470,1.909650,3.660635,6.087840,7.230677,5.165481
Sto_062450,8.606308,10.940817,12.769811,12.368461,10.483163
Sto_262390,6.907793,9.298186,11.065636,10.480572,9.609364
Sto_033010,4.355947,7.378147,8.491270,7.323380,5.011436
Sto_249110,5.141765,6.048086,9.284934,11.351692,13.582272
Sto_129190,7.305289,11.743675,11.444367,11.293459,9.831488
Sto_025780,10.475724,16.478652,14.611967,12.955220,11.129244
Sto_291980,8.376196,11.332982,12.507152,12.001355,11.345857
Sto_281140,11.099979,13.460255,15.218349,14.626688,12.819235
Sto_388480,4.045979,7.560137,8.166718,8.247118,5.751743
Sto_118630,7.875960,13.832148,11.986857,10.948934,8.305396
Sto_034980,6.535356,6.286395,10.646620,11.630055,10.299917
Sto_115280,10.687634,13.096017,14.793150,13.678927,13.307703
Sto_109630,7.688633,11.047188,11.787837,11.473112,10.249981
Sto_001780,8.182187,10.530507,12.271744,11.253003,9.485146
Sto_269820,13.128872,18.072461,17.217711,15.782049,14.276919
Sto_274730,10.077435,15.111932,14.162810,13.143095,11.511747
Sto_279200,3.805521,4.709170,7.896974,7.100808,7.892507
Sto_133170,2.802770,4.612723,6.880880,6.465851,4.942668
Sto_222810,4.824043,10.247093,8.914301,8.529426,6.843705
Sto_371140,3.843121,6.858006,7.919378,8.251787,8.392397
Sto_043890,10.020353,12.830747,14.083646,14.390998,9.930549
Sto_107160,5.570893,11.302321,9.633879,8.830560,7.542742
Sto_248720,9.350023,11.820883,13.405316,13.471931,11.714569
Sto_202270,8.749096,11.541455,12.802684,12.615696,11.839161
Sto_052970,9.901332,13.280916,13.940128,12.638408,11.494081
Sto_379310,10.320105,12.295092,14.357371,13.620223,11.625475
Sto_094430,7.896273,10.776778,11.932375,11.418866,8.581893
Sto_360180,5.734543,10.533608,9.770853,8.083417,5.847765
Sto_002190,6.296531,12.087943,10.330085,9.530635,8.167430
Sto_187170,8.048545,13.576409,12.076699,10.725422,9.964523
Sto_225800,8.485555,10.120472,12.512202,11.655479,10.392501
Sto_103270,8.869867,11.980894,12.896488,11.759288,10.565034
Sto_003590,5.669494,9.906564,9.698480,8.971624,7.705847
Sto_330190,8.755250,12.003929,12.778044,12.461501,10.568812
Sto_008280,8.804058,12.422805,12.821726,11.831145,10.494833
Sto_327880,8.176931,13.069271,12.183977,11.254728,10.219768
Sto_026470,9.000654,14.446078,13.007472,11.710428,9.310908
Sto_163440,5.383552,10.698338,9.386416,8.332052,6.195708
Sto_362820,5.610058,6.948480,9.608996,9.920425,9.826821
Sto_343730,2.630616,6.126366,6.621384,6.047402,5.943374
Sto_274970,10.358602,10.808033,14.354943,14.045709,11.802728
Sto_120900,8.408385,11.667838,12.401444,11.309118,9.479926
Sto_133080,10.958375,12.737454,14.946932,14.484391,12.767335
Sto_039080,6.940848,12.371542,10.931418,9.764444,8.218827
Sto_065900,4.417372,6.312075,8.417171,9.963203,9.183099
Sto_277740,5.306891,10.569859,9.296135,8.589084,8.150250
Sto_171080,11.369891,14.197581,15.350497,14.199846,10.885735
Sto_278540,7.374475,11.151877,11.354044,10.421852,8.673508
Sto_107130,6.349907,11.411351,10.324828,9.245236,7.367155
Sto_289570,2.870466,5.511618,6.851317,6.873727,4.769884
Sto_117380,5.797560,11.634664,9.758060,8.424946,7.616279
Sto_160440,4.101679,7.042588,8.070631,8.924195,11.069091
Sto_380560,3.939047,7.079878,7.903450,4.129119,1.976805
Sto_004850,3.153287,5.670927,7.104193,7.671664,6.192277
Sto_003620,7.536049,12.028710,11.494218,10.796892,8.603733
Sto_026000,7.495812,10.761257,11.453087,11.063589,9.696125
Sto_042010,5.307143,7.584761,9.258612,8.648994,7.079110
Sto_007300,11.642636,16.266724,15.592580,14.671583,11.711532
Sto_127550,6.752731,8.864600,10.700361,10.945431,9.227262
Sto_078030,7.219717,7.816736,11.164929,13.395046,7.811255
Sto_101320,6.168531,11.613061,10.109274,9.510304,6.965567
Sto_218690,11.035070,14.836451,14.971506,12.934903,11.994546
